batch_size,lrate,neurons,objective,elapsed_sec
255,0.011543404542952,169,-0.000428481011048,8375.46355009079
152,0.000258365691288,88,-0.000722695434552,4562.58718538284
206,0.000885850498946,85,-0.000734157752382,3896.13598632812
256,0.014488516880521,51,-0.001168741306508,20097.5235221386
256,0.019855481653153,42,-0.001322680683845,19510.4039895535
256,0.022366841034529,39,-0.001447167351311,19019.4965076447
256,0.009058798734321,33,-0.001609836463789,18892.203207016
256,0.00569435907378,29,-0.00181770393934,18802.5512151718
256,0.035035530142624,45,-0.001867445586356,2759.79479622841
256,0.024121323196396,122,-0.001917671218042,20632.6833245754
256,0.036402392248997,48,-0.002489843490458,17957.1048893929
87,0.018613858680716,16,-0.002746996909561,14558.6356477737
128,0.01,10,-0.003414236336348,4295.41617584229
170,0.031145087753036,192,-0.004294130902802,17705.8031141758
105,0.029200381628426,129,-0.006611340632322,20740.2260992527
107,0.042198672528608,70,-0.006998076008259,5736.01536250115
256,0.03490188475806,134,-0.007613987839608,16347.1012368202
146,0.047447051849516,70,-0.007742830405463,4566.90257835388
256,0.032512892619553,96,-0.009093712176155,19433.8896217346
256,0.033552318922154,93,-0.009095838718458,20968.0003557205
185,0.030710562452042,116,-0.009095972784968,13239.2630772591
249,0.038519883153295,112,-0.009102190214371,4179.0224108696
256,0.042284655119865,80,-0.009106581435307,16632.9049983025
256,0.046323084263296,75,-0.009108943062871,18828.9079787731
256,0.054497765627442,10,-0.009113659745078,15399.9329564571
256,0.055983936363146,80,-0.009114663197906,19930.9578881264
256,0.067672453964302,14,-0.009135394755728,17497.4256536961
256,0.067678730193113,16,-0.009135418004572,20378.8138599396
151,0.043659757370762,80,-0.009142834079182,5765.05478453636
256,0.093744133853429,27,-0.009190110992912,18617.5267095566
256,0.093885333117139,15,-0.009190272385087,13253.8179118633
256,0.100381627028531,23,-0.009195412495533,20212.1646966934
256,0.102639111804697,41,-0.009196640530092,21039.0118997097
128,0.04705706392929,43,-0.009212932953055,14993.0701105595
256,0.11951499892602,35,-0.009222982742966,13801.0611929894
191,0.058966783690905,72,-0.009224369030714,15403.0946810246
112,0.10395629025773,20,-0.009250541921464,10295.2808599472
256,0.207613570604606,14,-0.009276370344477,20648.9979088306
123,0.052073202405488,73,-0.009341355657889,6762.54332613945
256,0.036266399581879,51,-0.009416408101505,19153.6592142582
223,0.310862793730617,10,-0.009419569564451,2665.80318760872
74,0.150776649328842,16,-0.009431507641018,19596.4720664024
256,0.204628338780759,33,-0.009536894367685,20988.3531560898
256,0.049073854621223,87,-0.009727402194743,20192.4392006397
115,0.366682039258615,10,-0.009742026946397,10522.67572999
256,0.299166374506598,12,-0.009756697830987,12566.4860956669
256,0.274502654665955,19,-0.010058745984494,12839.0187699795
256,0.09058181902939,60,-0.010065916181777,19918.5066773891
256,0.107172113046901,53,-0.010898518434771,14248.5673077106
256,0.051794257738727,106,-0.011754641080341,21279.9840705395
89,0.071855159464077,75,-0.012152270066877,6884.27700138092
256,0.081510977476049,79,-0.012300899708819,19963.5548067093
256,0.046180254825298,125,-0.012556173882616,19986.3109443188
256,0.097259834450033,71,-0.012605515480555,15474.9237172604
81,0.097648805954135,64,-0.012873269028725,12407.5344924927
256,0.097111566362454,75,-0.012888623167039,15328.406894207
256,0.154587509614872,46,-0.013564677258452,12671.6226270199
161,0.5311407133939,15,-0.013695351202099,15878.4205508232
221,0.153697880088896,51,-0.013746703312089,3121.82139635086
256,0.061533066775537,116,-0.014093828393003,20447.7005088329
256,0.216545894675959,44,-0.015140253593581,19038.9484648705
216,0.41762025072634,20,-0.015867208069218,2745.78186058998
256,0.133733826523306,59,-0.016112695286723,14894.226006031
256,0.175929101526661,45,-0.016302150179922,19765.4214413166
82,0.104948958000856,67,-0.016403225277763,7305.12191462517
256,0.046807541170282,148,-0.016677212730703,8095.69303870201
177,0.099797242565323,95,-0.017065028209407,18904.5946717262
256,0.103455104478265,79,-0.017095829380797,19430.6598443985
94,0.689693465838138,16,-0.017234493428472,5544.70855545998
219,0.039703339357823,192,-0.017940725648527,16040.6267881393
256,0.103993081911403,94,-0.018123802156936,19469.3916780949
77,0.732246699302354,16,-0.018301355155352,16513.4588000774
141,0.08604302736196,119,-0.018476216389267,11448.5720071793
256,0.090350675490819,105,-0.018669157478344,16332.7683846951
256,0.190201985300934,45,-0.018672779064804,17950.6267521381
256,0.309491252965348,16,-0.018696801861387,12475.9930737019
109,0.413172317433232,18,-0.018740452985651,17547.0680520535
143,0.521866869626801,18,-0.019020454444493,9795.99493169785
256,0.077958337204188,119,-0.019869044782411,19555.3455817699
256,0.649629866592447,12,-0.020043215540574,12387.3060128689
81,0.528958270468846,19,-0.020320908256392,11876.2086720467
81,0.049965127324784,149,-0.020769280840746,20146.7692368031
256,0.114543147691204,93,-0.021065181979836,15535.4799888134
184,0.140139846545372,78,-0.021492774628243,3814.360683918
256,0.802280178595252,12,-0.021762743477159,7236.0730471611
213,0.054786504123475,153,-0.021850535819319,12140.326416254
124,0.158139377439044,68,-0.022572618834908,5099.20479989052
79,0.645978149415776,19,-0.022665392254753,16428.5139930248
256,0.185768484255442,69,-0.02297503492933,13148.3962261677
256,0.236726391652943,58,-0.023045462823331,13566.6471261978
256,0.232003012595783,58,-0.023288939682483,12909.5815472603
255,0.057514807358517,169,-0.023321815346424,8091.24285697937
240,0.618373717254873,19,-0.023664841385624,14278.8475313187
256,0.273814911695666,45,-0.024644008682485,17050.5638978481
256,0.628053414970819,18,-0.024989229919766,15521.2064378262
256,0.094955205311161,107,-0.025114917596472,16772.5621964931
255,0.067959453868052,147,-0.025299391344711,8222.71305918694
110,0.260244820414725,55,-0.025733783930571,7799.08584094048
208,0.235135937939236,43,-0.025961705413112,3067.98036623001
239,0.137125389450238,117,-0.026399174531716,4331.53137159348
253,0.446588833381932,35,-0.026450747360975,14960.8644690514
232,0.101551430014422,135,-0.026505629295223,17467.2374880314
197,0.178361586816563,71,-0.026769810426389,18328.0233793259
122,0.129647882504628,99,-0.026789251540346,16067.0664391518
256,0.098340534134926,115,-0.026887039930437,7870.4549164772
174,0.400737541434934,29,-0.026954109927869,3422.03875946999
224,0.400486395509743,44,-0.027133115501549,9659.47147202492
123,0.798623402799195,19,-0.027919539260544,18544.8021991253
92,0.2395144456117,53,-0.028668368062576,20189.1612126827
256,0.099287465647955,98,-0.028856771080784,17494.0510919094
256,0.656960525249037,19,-0.0289142608977,6973.07652616501
256,0.102581214475546,100,-0.029078571275965,17916.3400130272
256,0.094903033824678,119,-0.029183611585632,20574.3118174076
256,0.296539294759965,45,-0.030324681425207,19799.9414584637
