batch_size,lrate,neurons,objective,elapsed_sec
1,0.000421936826905,148,-9.16762010092498E-06,16118.2551980019
9,0.000258365691288,88,-9.72430509591504E-06,222.699039697647
4,0.01,10,-0.009022931754589,306.60005569458
7,0.021041682023387,18,-0.009685611864552,241.731593370438
5,0.036353420924948,17,-0.012204564874992,257.712663888931
1,0.002297470179233,195,-0.013249445520341,8640.24031949043
1,0.003510690476335,133,-0.013330045947805,17275.562117815
6,0.005232326845556,145,-0.015307045914233,433.510326147079
9,0.114223999490786,12,-0.020991738606244,232.245394706726
8,0.050633567817077,50,-0.024187776446343,267.463407278061
10,0.029200381628426,129,-0.026239350438118,247.849539279938
5,0.10974328860076,23,-0.026448382530362,267.536101102829
1,0.008186987552772,134,-0.028206922952086,17197.5891814232
5,0.237290435471617,12,-0.02999415807426,282.604146957397
5,0.026371892022545,116,-0.030006762593985,379.273019313812
8,0.166684355954695,19,-0.030108231678605,223.00839471817
10,0.038519883153295,112,-0.030320873484016,273.47913312912
3,0.046870071773609,56,-0.034954218566418,415.50040102005
9,0.020039426199175,192,-0.037814584374428,332.693352937698
6,0.034270572614624,102,-0.039629410579801,378.960089683533
5,0.147252608189084,27,-0.040264680050314,282.676983594894
7,0.08566990920217,55,-0.040674332901836,307.379930496216
10,0.432241164549917,12,-0.041989849880338,212.052396774292
1,0.035035530142624,45,-0.047234336100519,750.356118917465
3,0.25700673509706,13,-0.047567206993699,354.776858091354
1,0.016701712312209,133,-0.050046305917204,17198.4660491943
1,0.01747061856862,134,-0.05252204220742,16842.5241279602
9,0.26871437308042,19,-0.053115182183683,222.773765802383
5,0.064993464927542,84,-0.053249613381922,346.203090906143
7,0.034610424283427,173,-0.053995511308313,379.175818681717
10,0.479929897496318,14,-0.059112887829542,191.413570642471
3,0.043394186303446,103,-0.059660182707012,556.184467315674
10,0.372568902741775,19,-0.06224081479013,196.137463569641
3,0.32056078778378,17,-0.077736682072282,366.987665891647
10,0.779949667474064,10,-0.077816601842642,463.231224298477
10,0.783979157206198,10,-0.078481536358595,463.140239238739
1,0.022043285902267,196,-0.078482526540756,8650.537327528
7,0.421838078271219,19,-0.087998325377703,232.436203241348
10,0.439180703921824,20,-0.090944543480873,196.293142080307
7,0.388423357639179,22,-0.096359542757273,232.152780294418
3,0.104948958000856,67,-0.100355011224747,432.813091516495
4,0.555018631799463,14,-0.104113307595253,292.506791114807
10,0.523781386501869,18,-0.104950830340385,201.799017190933
10,0.303334250336584,32,-0.105594754219055,191.48611831665
2,0.097648805954135,64,-0.105939592421055,637.784784078598
10,0.75513209744265,13,-0.113773752003908,485.31504368782
2,0.527341408389828,12,-0.115786358714104,462.118707180023
1,0.045498046012689,139,-0.11830583550036,17233.1492204666
1,0.247928381054524,25,-0.120296005159616,695.708693265915
4,0.512317385038831,19,-0.124294979870319,293.008069515228
6,0.061901521981624,185,-0.126113590598106,415.186849594116
1,0.571123071860156,11,-0.130629665032029,695.208801746368
9,0.595823141067224,17,-0.132338488847017,232.352197647095
4,0.366802637929241,29,-0.136481273174286,333.059376955032
9,0.140139846545372,78,-0.13950302824378,273.68975353241
10,0.100974092732442,124,-0.142892830073833,241.636805057526
3,0.140954844693781,66,-0.143150919675827,415.853410959244
6,0.178361586816563,71,-0.143296460807323,346.032638072968
10,0.758956412120125,16,-0.146543115377426,475.011013507843
10,0.272338243587388,47,-0.148111306130886,211.932143211365
8,0.562338822461579,21,-0.149042031168938,247.753937244415
10,0.43308595901695,30,-0.156127080321312,396.67899107933
1,0.04396133011581,188,-0.158136873319745,9721.02251434326
1,0.042599006637935,195,-0.15889235958457,8620.21941757202
5,0.100393287145798,123,-0.164524164050818,380.373463869095
3,0.978450498788678,10,-0.172040625661612,3316.47255015373
3,0.982969288921278,10,-0.173042961210012,3217.78415846825
3,0.999065265328322,10,-0.177056075632572,3052.92710638046
2,0.460893889268608,24,-0.180538876354694,462.448709487915
4,0.23963626563748,55,-0.183859464526176,396.499043703079
6,0.140331673003954,111,-0.194126254320145,366.891149282455
1,0.073272125386417,134,-0.194212467223406,16828.9778051376
3,0.205761028581713,58,-0.202115188539028,433.030080318451
1,0.092287578216306,113,-0.210126889497042,1262.11763834953
3,0.84831786497304,14,-0.213753830641508,355.038073062897
3,0.771236831663555,16,-0.219842474907637,367.327471494675
3,0.964429964873428,13,-0.226324496418238,2967.17577648163
3,0.965477411726697,13,-0.227022305876017,3217.69176745415
3,0.450457185321082,29,-0.227121940255165,379.697063684464
9,0.526256083551451,29,-0.22841949313879,238.542553424835
7,0.6285490284565,25,-0.228749495744705,241.934081077576
5,0.212001954930893,72,-0.238926097750664,333.594150543213
1,0.067039939774443,176,-0.239861973375082,1387.07997179031
